name,gst_number,email,phone,address,_test_case
Nimbus Advertising,21OTSFO1034D1ZP,vendor1729@vendormail.test,9780765884,"147 Industrial Estate, Odisha",
Zenith Electricals,08GCTAR1402S8ZW,vendor1730@vendormail.test,9625130069,"722 Market Road, Rajasthan",
Orbit IT Services,,vendor1731@vendormail.test,9222160413,"908 Commercial Complex, Assam",
Greenfield Packaging,01MKIXB4659Z5ZZ,vendor1732@vendormail.test,9870433284,"77 Commercial Complex, Jammu and Kashmir",
Silverline Freight,33EMVLL1305K5ZC,vendor1733@vendormail.test,9281863133,"742 Commercial Complex, Tamil Nadu",
Sunrise Security Services,,vendor1734@vendormail.test,9661806279,"666 Commercial Complex, Haryana",
Titan Print Works,,vendor1735@vendormail.test,9874200901,"340 Market Road, Assam",
Golden Harvest Textiles,,vendor1736@vendormail.test,9669514003,"602 Commercial Complex, Tamil Nadu",
Greenfield Consultants,19XWQXW8369I6ZM,vendor1737@vendormail.test,9751213036,"987 Industrial Estate, West Bengal",
Orbit Engineering,08OOKUH5178H4Z2,vendor1738@vendormail.test,9348944012,"387 Market Road, Rajasthan",
Silverline Distributors,02NLFTP8254M4ZG,vendor1739@vendormail.test,9667609363,"733 Industrial Estate, Himachal Pradesh",
Silverline Office Supplies,33OAHPQ9801Z6ZK,vendor1740@vendormail.test,9317607233,"303 Commercial Complex, Tamil Nadu",
Bluepeak Logistics,,vendor1741@vendormail.test,9440746294,"72 Industrial Estate, Punjab",
Nimbus Hosting,,vendor1742@vendormail.test,9628215770,"413 Market Road, Jharkhand",
Sunrise Stationery,,vendor1743@vendormail.test,9539051207,"46 Industrial Estate, Karnataka",
Sunrise Advertising,20WNQNE6086E6Z0,vendor1744@vendormail.test,9487119506,"566 Industrial Estate, Jharkhand",
Redwood Electricals,24VGQBR5826U6ZB,vendor1745@vendormail.test,9840257492,"239 Market Road, Gujarat",
Orbit IT Services,23WFGZZ1371Q2ZQ,vendor1746@vendormail.test,9415909271,"622 Market Road, Madhya Pradesh",
Greenfield Packaging,,vendor1747@vendormail.test,9749636069,"729 Commercial Complex, Uttarakhand",
Emerald Freight,08EOXWI4299A8ZB,vendor1748@vendormail.test,9600681092,"914 Market Road, Rajasthan",
Emerald Security Services,,vendor1749@vendormail.test,9145577570,"816 Commercial Complex, Karnataka",
Ironclad Print Works,22NYBBS4701H5ZU,vendor1750@vendormail.test,9175633670,"184 Market Road, Chhattisgarh",
Zenith Textiles,30TJTNF9129R9ZG,vendor1751@vendormail.test,9426760499,"667 Commercial Complex, Goa",
Redwood Consultants,,vendor1752@vendormail.test,9255376394,"905 Commercial Complex, Bihar",
Sunrise Engineering,10FVBFJ1975U1Z2,vendor1753@vendormail.test,9645849663,"439 Commercial Complex, Bihar",
Delta Distributors,,vendor1754@vendormail.test,9100629753,"36 Commercial Complex, Sikkim",
Metro Office Supplies,,vendor1755@vendormail.test,9619865027,"815 Market Road, Sikkim",
Silverline Logistics,,vendor1756@vendormail.test,9865556055,"62 Market Road, West Bengal",
CloudNet Hosting,21FZBEG5601C6ZF,vendor1757@vendormail.test,9992252653,"445 Market Road, Odisha",
CloudNet Stationery,11LSQNU3560W5ZP,vendor1758@vendormail.test,9547294514,"309 Market Road, Sikkim",
Reliable Advertising,23ELJMF7337C5ZZ,vendor1759@vendormail.test,9131656804,"82 Commercial Complex, Madhya Pradesh",
Crestline Electricals,03PHXBV3540K7Z6,vendor1760@vendormail.test,9948332363,"208 Market Road, Punjab",
Reliable IT Services,,vendor1761@vendormail.test,9558087098,"849 Industrial Estate, Goa",
Delta Packaging,30UOMJG3196H5Z4,vendor1762@vendormail.test,9918091108,"125 Commercial Complex, Goa",
Fusion Freight,07LRADQ3676N6Z1,vendor1763@vendormail.test,9467042057,"186 Market Road, Delhi",
CloudNet Security Services,,vendor1764@vendormail.test,9613976621,"371 Commercial Complex, West Bengal",
Apex Print Works,37GRGGH9358Y4Z2,vendor1765@vendormail.test,9487887902,"636 Commercial Complex, Andhra Pradesh",
Reliable Textiles,32HYEBP8176B6ZQ,vendor1766@vendormail.test,9379136998,"507 Commercial Complex, Kerala",
Fusion Consultants,33SPZSZ2115R8ZY,vendor1767@vendormail.test,9929479146,"708 Market Road, Tamil Nadu",
Apex Engineering,,vendor1768@vendormail.test,9392658608,"879 Industrial Estate, Himachal Pradesh",
Zenith Distributors,36DWLWJ9482H5ZR,vendor1769@vendormail.test,9341280701,"26 Industrial Estate, Telangana",
Falcon Office Supplies,33RXGIH3895Z5ZD,vendor1770@vendormail.test,9267329142,"631 Commercial Complex, Tamil Nadu",
Falcon Logistics,,vendor1771@vendormail.test,9107954744,"309 Market Road, Andhra Pradesh",
Horizon Hosting,19SXQYQ1766R8ZZ,vendor1772@vendormail.test,9314064489,"910 Commercial Complex, West Bengal",
Crestline Stationery,06HUCJO4170P9ZF,vendor1773@vendormail.test,9466551081,"911 Commercial Complex, Haryana",
Nimbus Advertising,,vendor1774@vendormail.test,9268426907,"67 Market Road, West Bengal",
Vertex Electricals,22VGNMB1328W4ZE,vendor1775@vendormail.test,9711136527,"708 Industrial Estate, Chhattisgarh",
Greenfield IT Services,37SLIRK9938Q7Z4,vendor1776@vendormail.test,9522288364,"177 Market Road, Andhra Pradesh",
Everest Packaging,06IOQEG7632U9Z1,vendor1777@vendormail.test,9572403746,"44 Market Road, Haryana",
Delta Freight,21CGRJP6471O9ZX,vendor1778@vendormail.test,9842874745,"177 Industrial Estate, Odisha",
Reliable Security Services,,vendor1779@vendormail.test,9639829447,"57 Industrial Estate, Karnataka",
Emerald Print Works,,vendor1780@vendormail.test,9914395826,"72 Industrial Estate, Bihar",
Redwood Textiles,09IDHVV2570C6ZU,vendor1781@vendormail.test,9656084524,"191 Industrial Estate, Uttar Pradesh",
Everest Consultants,27ILUZL1426N8Z4,vendor1782@vendormail.test,9801324251,"438 Market Road, Maharashtra",
Northstar Engineering,04FUKWI4218G7ZS,vendor1783@vendormail.test,9273250690,"358 Commercial Complex, Chandigarh",
Sunrise Distributors,,vendor1784@vendormail.test,9362881179,"249 Market Road, Assam",
Anchor Office Supplies,,vendor1785@vendormail.test,9287726648,"835 Market Road, Telangana",
Everest Logistics,06IHKIW2130J6Z2,vendor1786@vendormail.test,9605975064,"44 Industrial Estate, Haryana",
Nimbus Hosting,,vendor1787@vendormail.test,9102000231,"370 Commercial Complex, Chhattisgarh",
Orbit Stationery,,vendor1788@vendormail.test,9496952528,"566 Industrial Estate, Uttarakhand",
Apex Advertising,09UFHKX4161Z7Z4,vendor1789@vendormail.test,9761508599,"523 Market Road, Uttar Pradesh",
Crestline Electricals,,vendor1790@vendormail.test,9569168131,"513 Commercial Complex, Rajasthan",
CloudNet IT Services,10ZIIPW1497V7ZM,vendor1791@vendormail.test,9907014872,"136 Commercial Complex, Bihar",
Titan Packaging,07OQJSA3303S5ZJ,vendor1792@vendormail.test,9761414597,"625 Industrial Estate, Delhi",
Redwood Freight,29VGGFT6590B7Z4,vendor1793@vendormail.test,9681425911,"922 Industrial Estate, Karnataka",
BlueWave Security Services,36FMWCY4531Q3Z6,vendor1794@vendormail.test,9306125842,"602 Market Road, Telangana",
Meridian Print Works,,vendor1795@vendormail.test,9212586561,"378 Industrial Estate, Himachal Pradesh",
Redwood Textiles,,vendor1796@vendormail.test,9827531272,"377 Market Road, Andhra Pradesh",
Fusion Consultants,,vendor1797@vendormail.test,9557211711,"81 Commercial Complex, Chhattisgarh",
Orbit Engineering,,vendor1798@vendormail.test,9876432023,"644 Commercial Complex, Himachal Pradesh",
Zenith Distributors,08ASWAZ5425N9ZB,vendor1799@vendormail.test,9185088271,"824 Market Road, Rajasthan",
Redwood Office Supplies,09FGAJG4043D2ZH,vendor1800@vendormail.test,9469402196,"273 Market Road, Uttar Pradesh",
Reliable Logistics,,vendor1801@vendormail.test,9803976506,"663 Market Road, Telangana",
Golden Harvest Hosting,37RPZPV1773T2ZP,vendor1802@vendormail.test,9507243921,"300 Industrial Estate, Andhra Pradesh",
Vertex Stationery,,vendor1803@vendormail.test,9850931869,"583 Industrial Estate, Sikkim",
Sunrise Advertising,,vendor1804@vendormail.test,9716269076,"310 Market Road, Assam",
Silverline Electricals,19AOAWB9517A2ZF,vendor1805@vendormail.test,9465424054,"916 Market Road, West Bengal",
Metro IT Services,,vendor1806@vendormail.test,9119375139,"640 Commercial Complex, Jharkhand",
Skyline Packaging,10JVFGP4400E1ZA,vendor1807@vendormail.test,9726410997,"424 Industrial Estate, Bihar",
Nimbus Freight,11FQZAF6634N3ZT,vendor1808@vendormail.test,9827093901,"575 Market Road, Sikkim",
Bluepeak Security Services,,vendor1809@vendormail.test,9839201614,"840 Market Road, Goa",
Sunrise Print Works,,vendor1810@vendormail.test,9739884687,"508 Industrial Estate, Bihar",
Prime Textiles,24WIJZR4445F5ZC,vendor1811@vendormail.test,9457560535,"914 Market Road, Gujarat",
Meridian Consultants,32YHCQF4260S2ZA,vendor1812@vendormail.test,9351734339,"526 Market Road, Kerala",
Redwood Engineering,33KTMRQ6902E2Z6,vendor1813@vendormail.test,9993837571,"341 Market Road, Tamil Nadu",
Zenith Distributors,,vendor1814@vendormail.test,9669774042,"897 Market Road, West Bengal",
BlueWave Office Supplies,07PDAZN9701S3ZU,vendor1815@vendormail.test,9930714734,"934 Market Road, Delhi",
Falcon Logistics,,vendor1816@vendormail.test,9651819291,"810 Industrial Estate, Chhattisgarh",
Northstar Hosting,,vendor1817@vendormail.test,9148410256,"197 Commercial Complex, Gujarat",
Sunrise Stationery,22FCBZU7709S5Z7,vendor1818@vendormail.test,9480936970,"211 Market Road, Chhattisgarh",
BlueWave Advertising,23LOUGA6719W2ZR,vendor1819@vendormail.test,9115309027,"328 Industrial Estate, Madhya Pradesh",
Bluepeak Electricals,04GVKMA1609I9ZW,vendor1820@vendormail.test,9426868710,"746 Market Road, Chandigarh",
Nimbus IT Services,,vendor1821@vendormail.test,9895668293,"139 Market Road, Andhra Pradesh",
Metro Packaging,,vendor1822@vendormail.test,9211165607,"9 Market Road, Madhya Pradesh",
Pioneer Freight,11EIGOD6916N2ZR,vendor1823@vendormail.test,9388761489,"104 Industrial Estate, Sikkim",
Crestline Security Services,,vendor1824@vendormail.test,9843439068,"799 Market Road, Andhra Pradesh",
Pioneer Print Works,02BVPRD3386S5ZG,vendor1825@vendormail.test,9632847131,"826 Commercial Complex, Himachal Pradesh",
Nimbus Textiles,10NGGSP6616Y3Z0,vendor1826@vendormail.test,9973347956,"79 Industrial Estate, Bihar",
Nimbus Consultants,20ZONXV1988A2ZE,vendor1827@vendormail.test,9276842027,"727 Industrial Estate, Jharkhand",
CloudNet Engineering,,vendor1828@vendormail.test,9231600392,"430 Commercial Complex, Jammu and Kashmir",
Pioneer Distributors,,vendor1829@vendormail.test,9495865805,"641 Commercial Complex, Sikkim",
Silverline Office Supplies,08EOQZE9272J2ZS,vendor1830@vendormail.test,9358605240,"315 Commercial Complex, Rajasthan",
Greenfield Logistics,,vendor1831@vendormail.test,9961091114,"518 Industrial Estate, Haryana",
Bluepeak Hosting,32PBZNZ1223K6ZA,vendor1832@vendormail.test,9760094295,"782 Market Road, Kerala",
Prime Stationery,30BOKIL3934C1Z6,vendor1833@vendormail.test,9626628711,"190 Commercial Complex, Goa",
Skyline Advertising,,vendor1834@vendormail.test,9154128153,"853 Commercial Complex, Chandigarh",
Pioneer Electricals,18TXOTT2377L6ZV,vendor1835@vendormail.test,9197791927,"566 Commercial Complex, Assam",
Pioneer IT Services,18ELGID8928G3Z9,vendor1836@vendormail.test,9428012530,"145 Commercial Complex, Assam",
Redwood Packaging,30ROBEX2246U8ZL,vendor1837@vendormail.test,9512272354,"322 Industrial Estate, Goa",
Silverline Freight,,vendor1838@vendormail.test,9382067208,"150 Industrial Estate, Telangana",
Skyline Security Services,,vendor1839@vendormail.test,9653722268,"772 Industrial Estate, Chhattisgarh",
CloudNet Print Works,18YWDJB1990E5ZE,vendor1840@vendormail.test,9335799634,"17 Industrial Estate, Assam",
Nimbus Textiles,03HHHCG8833Q1ZX,vendor1841@vendormail.test,9460580763,"680 Market Road, Punjab",
Golden Harvest Consultants,,vendor1842@vendormail.test,9609229524,"25 Market Road, Chhattisgarh",
Golden Harvest Engineering,36HMQQP9489O3ZW,vendor1843@vendormail.test,9532551690,"688 Market Road, Telangana",
Horizon Distributors,,vendor1844@vendormail.test,9183597383,"66 Industrial Estate, Bihar",
Fusion Office Supplies,21RUQJE8327W7ZM,vendor1845@vendormail.test,9333824756,"579 Commercial Complex, Odisha",
Zenith Logistics,02LXQHI6835U3ZI,vendor1846@vendormail.test,9148833902,"98 Industrial Estate, Himachal Pradesh",
Golden Harvest Hosting,,vendor1847@vendormail.test,9974626766,"831 Industrial Estate, Chhattisgarh",
Bluepeak Stationery,05YJOFQ3265G9ZF,vendor1848@vendormail.test,9967794450,"312 Industrial Estate, Uttarakhand",
Metro Advertising,03LKWWM6036N8ZC,vendor1849@vendormail.test,9623704691,"118 Industrial Estate, Punjab",
Northstar Electricals,,vendor1850@vendormail.test,9722813874,"339 Industrial Estate, Tamil Nadu",
Emerald IT Services,18MXDPX9105D6ZX,vendor1851@vendormail.test,9653815000,"411 Industrial Estate, Assam",
Apex Packaging,05FWSHU9810X5ZY,vendor1852@vendormail.test,9895393032,"595 Industrial Estate, Uttarakhand",
Delta Freight,09MOJAR6848U8ZE,vendor1853@vendormail.test,9172476398,"911 Commercial Complex, Uttar Pradesh",
Zenith Security Services,10HBTVU5185F5ZT,vendor1854@vendormail.test,9348097684,"453 Market Road, Bihar",
Falcon Print Works,19LBITU8512D2Z8,vendor1855@vendormail.test,9662668111,"78 Commercial Complex, West Bengal",
Everest Textiles,36MLFVM7842O9ZS,vendor1856@vendormail.test,9502543309,"718 Industrial Estate, Telangana",
Delta Consultants,,vendor1857@vendormail.test,9360225371,"658 Market Road, Tamil Nadu",
Silverline Engineering,23VXCKI5667D4ZV,vendor1858@vendormail.test,9397733238,"643 Market Road, Madhya Pradesh",
Fusion Distributors,21PQALU1999P8ZD,vendor1859@vendormail.test,9993808608,"317 Market Road, Odisha",
Silverline Office Supplies,07AAMCY2709E8ZL,vendor1860@vendormail.test,9477357740,"602 Industrial Estate, Delhi",
Nimbus Logistics,,vendor1861@vendormail.test,9772545610,"568 Commercial Complex, Maharashtra",
Greenfield Hosting,05GJIQQ6349D8Z4,vendor1862@vendormail.test,9410008270,"650 Market Road, Uttarakhand",
Fusion Stationery,05YKXTT4539O5ZJ,vendor1863@vendormail.test,9642546708,"763 Industrial Estate, Uttarakhand",
Emerald Advertising,06DHAHO1687O3ZY,vendor1864@vendormail.test,9465561036,"161 Market Road, Haryana",
BlueWave Electricals,,vendor1865@vendormail.test,9214733429,"742 Commercial Complex, Kerala",
Zenith IT Services,02QLGEA4909F2ZV,vendor1866@vendormail.test,9518462221,"738 Market Road, Himachal Pradesh",
Metro Packaging,,vendor1867@vendormail.test,9502098315,"751 Industrial Estate, Himachal Pradesh",
Horizon Freight,,vendor1868@vendormail.test,9526233641,"916 Market Road, Himachal Pradesh",
Greenfield Security Services,,vendor1869@vendormail.test,9822656872,"739 Commercial Complex, Chandigarh",
Anchor Print Works,09HJFGX2182D1ZC,vendor1870@vendormail.test,9953368854,"910 Market Road, Uttar Pradesh",
Apex Textiles,27JKABU3355H3ZG,vendor1871@vendormail.test,9998192676,"372 Industrial Estate, Maharashtra",
Ironclad Consultants,,vendor1872@vendormail.test,9438277438,"128 Market Road, Odisha",
Greenfield Engineering,06XKILG5433V4ZR,vendor1873@vendormail.test,9291273251,"184 Industrial Estate, Haryana",
Vertex Distributors,,vendor1874@vendormail.test,9332989516,"81 Market Road, Bihar",
BlueWave Office Supplies,,vendor1875@vendormail.test,9280788414,"170 Industrial Estate, Odisha",
Orbit Logistics,29YPINF7557P5ZK,vendor1876@vendormail.test,9680612071,"746 Commercial Complex, Karnataka",
BlueWave Hosting,37KXQRN4496Q9ZD,vendor1877@vendormail.test,9226792140,"107 Industrial Estate, Andhra Pradesh",
Emerald Stationery,30JRPYN6965F3ZN,vendor1878@vendormail.test,9599780889,"506 Commercial Complex, Goa",
BlueWave Advertising,23UKGEH7539R5Z0,vendor1879@vendormail.test,9137198064,"286 Industrial Estate, Madhya Pradesh",
Anchor Electricals,,vendor1880@vendormail.test,9548953767,"108 Commercial Complex, Haryana",
Bluepeak IT Services,,vendor1881@vendormail.test,9777532270,"319 Industrial Estate, Sikkim",
Delta Packaging,07ROBDW7240C7ZC,vendor1882@vendormail.test,9434867860,"485 Market Road, Delhi",
Greenfield Freight,05ZWRQZ5317J2ZC,vendor1883@vendormail.test,9913447933,"816 Commercial Complex, Uttarakhand",
Metro Security Services,02ERLWI4368K7ZK,vendor1884@vendormail.test,9355189323,"973 Commercial Complex, Himachal Pradesh",
Falcon Print Works,37HRUZV1157J9ZW,vendor1885@vendormail.test,9192794542,"88 Market Road, Andhra Pradesh",
Pioneer Textiles,19IKGWR8949T2ZH,vendor1886@vendormail.test,9182609769,"834 Commercial Complex, West Bengal",
Zenith Consultants,06JSREZ2264M5ZI,vendor1887@vendormail.test,9919007210,"150 Industrial Estate, Haryana",
Meridian Engineering,,vendor1888@vendormail.test,9473824367,"253 Market Road, Uttarakhand",
Prime Distributors,21IWZKM7133V8ZK,vendor1889@vendormail.test,9271666622,"686 Commercial Complex, Odisha",
Titan Office Supplies,,vendor1890@vendormail.test,9659208443,"920 Market Road, Assam",
Titan Logistics,,vendor1891@vendormail.test,9564811137,"15 Commercial Complex, Jharkhand",
Pioneer Hosting,08ZHNTU8731Q4ZZ,vendor1892@vendormail.test,9782373300,"116 Commercial Complex, Rajasthan",
Falcon Stationery,,vendor1893@vendormail.test,9517751472,"425 Market Road, Haryana",
Greenfield Advertising,23AYMJI1833A1ZL,vendor1894@vendormail.test,9971412843,"147 Commercial Complex, Madhya Pradesh",
Fusion Electricals,07RRAMA3545R1ZP,vendor1895@vendormail.test,9338495118,"464 Industrial Estate, Delhi",
Prime IT Services,04FMLEV4730S3ZJ,vendor1896@vendormail.test,9835769364,"418 Market Road, Chandigarh",
Ironclad Packaging,09WIEVT3063T4ZP,vendor1897@vendormail.test,9524364548,"749 Market Road, Uttar Pradesh",
Titan Freight,,vendor1898@vendormail.test,9251729667,"771 Commercial Complex, Delhi",
Sunrise Security Services,,vendor1899@vendormail.test,9957066633,"939 Market Road, Haryana",
Everest Print Works,,vendor1900@vendormail.test,9990142857,"354 Market Road, Karnataka",
Zenith Textiles,32KBNPN1504T9Z9,vendor1901@vendormail.test,9877207613,"64 Commercial Complex, Kerala",
Sunrise Consultants,,vendor1902@vendormail.test,9523093463,"741 Industrial Estate, Rajasthan",
Delta Engineering,09UIDMP3229M8ZO,vendor1903@vendormail.test,9956051088,"138 Market Road, Uttar Pradesh",
Ironclad Distributors,,vendor1904@vendormail.test,9292682000,"190 Industrial Estate, Chhattisgarh",
Nimbus Office Supplies,,vendor1905@vendormail.test,9355671486,"150 Commercial Complex, Assam",
BlueWave Logistics,,vendor1906@vendormail.test,9764108639,"886 Market Road, West Bengal",
Metro Hosting,,vendor1907@vendormail.test,9708487614,"955 Commercial Complex, Haryana",
Prime Stationery,03SKVZU7915A9ZZ,vendor1908@vendormail.test,9286283752,"794 Commercial Complex, Punjab",
Falcon Advertising,11WFPLS6587O6ZJ,vendor1909@vendormail.test,9788706836,"589 Commercial Complex, Sikkim",
Greenfield Electricals,,vendor1910@vendormail.test,9170541843,"697 Industrial Estate, Chhattisgarh",
Zenith IT Services,05RLFOP2429R5ZZ,vendor1911@vendormail.test,9453922759,"949 Commercial Complex, Uttarakhand",
Titan Packaging,20YLSWI2037M8Z0,vendor1912@vendormail.test,9796648899,"895 Commercial Complex, Jharkhand",
Fusion Freight,,vendor1913@vendormail.test,9723265964,"78 Market Road, Andhra Pradesh",
