row_number,status,duplicate_of,date,amount,type,category,description,vendor,customer,payment_method,reference_number,invoice_number,gst_amount,tds_amount,status,notes
1847,imported,,2026-01-26,64419.75,expense,Rent,Business travel expense,Metro Logistics,,net_banking,REF2026139331,INV-2026-93512,17178.6,0.0,completed,
1848,imported,,2022-11-03,131571.39,expense,Rent,Raw material purchase,,,upi,REF2022186403,INV-2022-53976,0.0,0.0,completed,
1849,imported,,2024-04-27,130369.1,income,Interest Income,Invoice payment received,,,upi,REF2024453511,INV-2024-31917,0.0,0.0,completed,Zahlung erhalten
1850,duplicate_flagged,Same invoice number as an existing transaction,2021-08-12,140148.74,expense,Bank Charges,Software subscription renewal,Delta Security Services,,bank_transfer,REF2021839022,INV-2021-90423,0.0,0.0,completed,
1851,imported,,2024-08-07,33291.68,expense,Office Supplies,Software subscription renewal,Metro Logistics,,cash,REF2024719548,INV-2024-92400,8322.92,0.0,completed,
1852,imported,,2026-01-09,148580.34,expense,Bank Charges,Software subscription renewal,,,upi,REF2026190620,INV-2026-69727,0.0,0.0,completed,
1853,imported,,2021-04-17,240823.42,income,Sales,Invoice payment received,,,cash,REF2021187035,INV-2021-48543,0.0,0.0,completed,
1854,imported,,2023-08-11,129199.66,expense,Travel,Raw material purchase,Horizon Freight,,credit_card,REF2023566699,INV-2023-23448,0.0,0.0,completed,
1855,imported,,2025-10-04,114002.5,expense,Bank Charges,Electricity bill payment,CloudNet Hosting,,bank_transfer,REF2025108082,INV-2025-71828,0.0,0.0,completed,
1856,imported,,2022-01-12,69195.86,tax,Bank Charges,GST liability payment,Horizon Freight,,upi,REF2022262553,INV-2022-47212,0.0,0.0,completed,
1857,imported,,2024-08-24,88740.08,expense,Travel,Software subscription renewal,Skyline Advertising,,cheque,REF2024196751,INV-2024-15113,3961.61,0.0,completed,
1858,imported,,2022-08-18,176779.49,income,Sales,Service contract payment,,Retail Buyer,debit_card,REF2022966168,INV-2022-51211,0.0,0.0,completed,
1859,duplicate_flagged,Same invoice number as an existing transaction,2023-09-12,585643.92,loan,Marketing,Business loan EMI,,,net_banking,REF2023683558,INV-2023-15365,0.0,0.0,completed,
1860,imported,,2021-08-28,2861.1,transfer,Travel,Petty cash transfer,,,bank_transfer,REF2021207297,INV-2021-91534,0.0,0.0,completed,
1861,imported,,2025-07-03,67492.59,income,Sales,Client project milestone payment,,Corporate Client,bank_transfer,REF2025787641,INV-2025-44424,0.0,0.0,completed,
1862,duplicate_flagged,Same invoice number as an existing transaction,2025-01-10,279955.44,income,Service Revenue,Invoice payment received,,Retail Buyer,net_banking,REF2025123669,INV-2025-60531,0.0,0.0,pending,
1863,imported,,2025-08-01,62127.3,income,Service Revenue,Service contract payment,,,cash,REF2025202075,INV-2025-39087,5824.43,0.0,pending,
1864,imported,,2023-01-22,143681.68,expense,Bank Charges,Repair and maintenance work,,,bank_transfer,REF2023721130,INV-2023-84994,0.0,0.0,completed,
1865,imported,,2021-04-02,417887.21,income,Other Income,Service contract payment,,Retail Buyer,bank_transfer,REF2021693954,INV-2021-93575,0.0,0.0,completed,
1866,imported,,2023-06-05,49867.61,expense,Bank Charges,Electricity bill payment,Greenfield Packaging,,bank_transfer,REF2023892876,INV-2023-45830,0.0,0.0,pending,
1867,imported,,2026-06-11,115222.0,income,Sales,Service contract payment,,,upi,REF2026413357,INV-2026-87037,0.0,0.0,completed,
1868,imported,,2024-09-09,24277.21,expense,Professional Fees,Repair and maintenance work,Skyline Advertising,,credit_card,REF2024582168,INV-2024-75391,0.0,0.0,completed,
1869,imported,,2026-04-20,129013.46,income,Service Revenue,Retainer fee received,,Walk-in Customer,bank_transfer,REF2026416126,INV-2026-77146,5466.67,0.0,completed,
1870,duplicate_flagged,Same invoice number as an existing transaction,2023-01-31,160605.87,tax,Other Expense,GST liability payment,Delta Security Services,,upi,REF2023130192,INV-2023-60354,0.0,0.0,completed,
1871,imported,,2021-08-04,123385.11,income,Service Revenue,Retainer fee received,,Retail Buyer,cash,REF2021332388,INV-2021-96135,14101.16,0.0,completed,
1872,imported,,2023-06-02,23022.8,transfer,Travel,Inter-account fund transfer,,,cash,REF2023121239,INV-2023-28326,0.0,0.0,completed,
1873,imported,,2022-02-16,302118.2,income,Service Revenue,Retainer fee received,,Retail Buyer,net_banking,REF2022127727,INV-2022-49588,0.0,0.0,completed,
1874,imported,,2023-05-24,90697.72,expense,Bank Charges,Software subscription renewal,,,bank_transfer,REF2023974735,INV-2023-10649,0.0,0.0,cancelled,
1875,imported,,2022-07-17,2935.98,adjustment,Other Expense,Rounding-off adjustment,,,net_banking,REF2022147351,INV-2022-49592,0.0,0.0,pending,
1876,imported,,2025-01-05,294594.14,income,Sales,Service contract payment,,,upi,REF2025704456,INV-2025-41373,78558.44,0.0,completed,
1877,imported,,2025-03-22,292974.79,income,Interest Income,Retainer fee received,,Walk-in Customer,credit_card,REF2025551188,INV-2025-23035,0.0,0.0,completed,
1878,imported,,2023-03-26,485064.59,income,Interest Income,Client project milestone payment,,,cash,REF2023102576,INV-2023-68916,73992.9,0.0,pending,
1879,duplicate_flagged,Same invoice number as an existing transaction,2024-11-24,315624.69,income,Other Income,Export order payment,,,bank_transfer,REF2024919818,INV-2024-80054,50725.4,0.0,completed,
1880,duplicate_flagged,Same invoice number as an existing transaction,2025-06-29,80257.6,salary,Salaries,Staff salary - payroll run,,,cash,REF2025810598,INV-2025-90514,0.0,8025.76,completed,
1881,imported,,2021-07-29,51821.21,expense,Bank Charges,Vendor invoice settlement,,,upi,REF2021896567,INV-2021-64799,0.0,0.0,completed,
1882,imported,,2023-12-03,1099405.56,loan,Professional Fees,Loan disbursement received,,,upi,REF2023935876,INV-2023-91913,0.0,10994.06,completed,
1883,imported,,2021-05-20,58080.03,expense,Bank Charges,Courier and freight charges,,,upi,REF2021314431,INV-2021-53948,0.0,0.0,completed,
1884,imported,,2026-02-13,20881.31,expense,Other Expense,Vendor invoice settlement,,,bank_transfer,REF2026778556,INV-2026-77191,884.8,0.0,completed,
1885,imported,,2026-07-06,374496.54,income,Other Income,Client project milestone payment,,,upi,REF2026970504,INV-2026-54125,0.0,0.0,completed,
1886,imported,,2022-01-19,63035.82,salary,Salaries,Monthly salary payout,,,cash,REF2022461317,INV-2022-88569,0.0,1260.72,completed,
1887,imported,,2022-09-11,34107.08,salary,Salaries,Staff salary - payroll run,,,upi,REF2022791127,INV-2022-82580,0.0,341.07,completed,
1888,imported,,2021-10-11,5098.42,refund,Travel,GST input refund,,,credit_card,REF2021799713,INV-2021-13975,0.0,0.0,completed,
1889,imported,,2025-09-11,439028.06,income,Interest Income,Client project milestone payment,,Retail Buyer,bank_transfer,REF2025166703,INV-2025-28939,0.0,0.0,completed,
1890,imported,,2023-01-04,279140.52,tax,Other Expense,TDS remittance to government,,,net_banking,REF2023530684,INV-2023-44102,0.0,0.0,completed,
1891,imported,,2024-06-27,147549.64,income,Interest Income,Service contract payment,,Retail Buyer,cash,REF2024970801,INV-2024-25769,0.0,0.0,completed,
1892,imported,,2024-03-29,139335.63,expense,Rent,Vendor invoice settlement,Apex Office Supplies,,cheque,REF2024542185,INV-2024-26564,0.0,0.0,completed,
1893,duplicate_flagged,Same reference number as an existing transaction,2021-05-15,308875.03,income,Service Revenue,Retainer fee received,,,credit_card,REF2021369904,INV-2021-99760,0.0,0.0,completed,
1894,imported,,2021-04-09,190116.23,investment,Salaries,Equity purchase,,,net_banking,REF2021406925,INV-2021-74674,0.0,0.0,cancelled,
1895,imported,,2023-03-08,194906.16,salary,Salaries,Monthly salary payout,,,net_banking,REF2023858161,INV-2023-84348,0.0,9745.31,completed,
1896,imported,,2024-03-20,71307.41,income,Interest Income,Export order payment,,,debit_card,REF2024574777,INV-2024-82810,7640.08,0.0,cancelled,
1897,imported,,2026-06-11,170432.12,tax,Other Expense,GST liability payment,Fusion IT Services,,cheque,REF2026611954,INV-2026-62455,0.0,0.0,completed,
1898,imported,,2026-01-03,129461.28,expense,Other Expense,Monthly office rent,Apex Office Supplies,,other,REF2026218304,INV-2026-18829,0.0,0.0,pending,
1899,duplicate_flagged,Same invoice number as an existing transaction,2025-04-14,202928.77,tax,Other Expense,TDS remittance to government,Skyline Advertising,,credit_card,REF2025232645,INV-2025-60816,0.0,0.0,completed,
1900,imported,,2026-01-03,9082.04,other,Professional Fees,Sundry payment,,,upi,REF2026124055,INV-2026-76782,0.0,0.0,cancelled,
1901,imported,,2022-05-29,85520.26,salary,Salaries,Staff salary - payroll run,,,cash,REF2022993199,INV-2022-53983,0.0,0.0,completed,
1902,imported,,2023-04-29,137600.59,expense,Travel,Electricity bill payment,Apex Office Supplies,,upi,REF2023219248,INV-2023-34614,0.0,0.0,completed,
1903,imported,,2025-11-15,65481.85,transfer,Office Supplies,Inter-account fund transfer,,,debit_card,REF2025181207,INV-2025-24192,0.0,0.0,completed,
1904,imported,,2025-02-14,895103.98,investment,Office Supplies,Equity purchase,,,upi,REF2025667167,INV-2025-16394,0.0,0.0,completed,
1905,duplicate_flagged,Same reference number as an existing transaction,2022-11-07,62226.97,salary,Salaries,Staff salary - payroll run,,,bank_transfer,REF2022171447,INV-2022-18028,0.0,6222.7,completed,
1906,duplicate_flagged,Same invoice number as an existing transaction,2025-12-03,49659.88,expense,Other Expense,Repair and maintenance work,,,net_banking,REF2025208032,INV-2025-45971,7575.24,0.0,completed,
1907,imported,,2021-10-29,461476.33,income,Interest Income,Client project milestone payment,,Retail Buyer,credit_card,REF2021499961,INV-2021-46940,21975.06,0.0,completed,
1908,imported,,2023-07-09,897970.44,investment,Other Expense,Equity purchase,,,cash,REF2023827622,INV-2023-83237,0.0,0.0,completed,
1909,imported,,2026-06-14,197684.8,income,Other Income,Client project milestone payment,,,net_banking,REF2026218303,INV-2026-21165,21180.51,0.0,completed,
1910,imported,,2023-01-18,129752.66,expense,Marketing,Electricity bill payment,,,bank_transfer,REF2023662361,INV-2023-37181,0.0,0.0,completed,
1911,imported,,2022-02-02,81905.76,expense,Salaries,Business travel expense,Prime Stationery,,cash,REF2022359485,INV-2022-85825,0.0,0.0,completed,
1912,duplicate_flagged,Same invoice number as an existing transaction,2023-11-15,135832.15,expense,Bank Charges,Raw material purchase,Apex Office Supplies,,bank_transfer,REF2023169767,INV-2023-99301,0.0,0.0,completed,
1913,imported,,2021-04-09,122255.13,expense,Salaries,Raw material purchase,Horizon Freight,,upi,REF2021457535,INV-2021-36805,0.0,12225.51,completed,
1914,imported,,2023-01-09,148568.42,loan,Marketing,Loan disbursement received,,,upi,REF2023844615,INV-2023-18025,0.0,0.0,completed,
1915,imported,,2021-04-10,120608.01,expense,Bank Charges,Vendor invoice settlement,,,debit_card,REF2021108025,INV-2021-80145,0.0,0.0,pending,
1916,duplicate_flagged,Same reference number as an existing transaction,2025-07-16,248681.09,tax,Bank Charges,Advance tax payment,,,net_banking,REF2025931896,INV-2025-72274,0.0,0.0,pending,
1917,imported,,2023-01-14,38730.26,salary,Salaries,Monthly salary payout,,,cash,REF2023868069,INV-2023-73010,0.0,387.3,pending,
1918,imported,,2025-11-20,75070.23,income,Interest Income,Retainer fee received,,Retail Buyer,net_banking,REF2025247652,INV-2025-35357,0.0,0.0,pending,
1919,imported,,2024-12-17,67165.88,expense,Bank Charges,Courier and freight charges,Delta Security Services,,debit_card,REF2024974741,INV-2024-65993,0.0,0.0,completed,
1920,imported,,2023-03-18,115827.73,expense,Professional Fees,Employee salary disbursement,,,upi,REF2023526476,INV-2023-48796,0.0,0.0,completed,
1921,imported,,2024-09-11,714832.91,investment,Utilities,Fixed deposit placement,,,debit_card,REF2024269320,INV-2024-46903,0.0,0.0,cancelled,
1922,duplicate_flagged,Same invoice number as an existing transaction,2024-09-30,30203.55,expense,Utilities,Monthly office rent,Metro Logistics,,cheque,REF2024707603,INV-2024-19953,0.0,0.0,completed,
1923,imported,,2025-01-05,36638.35,expense,Office Supplies,Electricity bill payment,,,cheque,REF2025450827,INV-2025-74597,6280.86,0.0,completed,
1924,imported,,2022-02-05,62975.04,expense,Office Supplies,Courier and freight charges,CloudNet Hosting,,net_banking,REF2022520820,INV-2022-55698,0.0,0.0,completed,
1925,duplicate_flagged,Same invoice number as an existing transaction,2026-05-26,128112.83,expense,Salaries,Electricity bill payment,Horizon Freight,,bank_transfer,REF2026624700,INV-2026-37134,0.0,0.0,pending,
1926,imported,,2025-11-01,37971.94,expense,Salaries,Employee salary disbursement,,,debit_card,REF2025845412,INV-2025-76238,0.0,1898.6,cancelled,
1927,imported,,2024-01-09,347873.27,income,Other Income,Client project milestone payment,,Corporate Client,upi,REF2024543843,INV-2024-57823,32613.12,0.0,completed,
1928,imported,,2026-03-09,368645.53,income,Service Revenue,Invoice payment received,,Walk-in Customer,upi,REF2026121801,INV-2026-81578,15620.57,0.0,completed,
1929,imported,,2022-06-01,123620.45,expense,Bank Charges,Employee salary disbursement,,,upi,REF2022520106,INV-2022-95419,0.0,0.0,completed,
1930,imported,,2024-12-03,136454.52,expense,Professional Fees,Repair and maintenance work,Prime Stationery,,upi,REF2024951258,INV-2024-11686,0.0,0.0,completed,
1931,imported,,2023-09-26,78251.96,expense,Office Supplies,Employee salary disbursement,,,wallet,REF2023424767,INV-2023-79690,0.0,0.0,completed,
1932,imported,,2024-04-18,88137.73,transfer,Utilities,Inter-account fund transfer,,,upi,REF2024755352,INV-2024-99514,0.0,0.0,completed,
1933,imported,,2023-08-03,93569.05,salary,Salaries,Monthly salary payout,,,bank_transfer,REF2023354218,INV-2023-64720,0.0,0.0,completed,
1934,duplicate_flagged,Same invoice number as an existing transaction,2024-02-29,38056.01,income,Interest Income,Retainer fee received,,,other,REF2024917689,INV-2024-70144,0.0,0.0,completed,
1935,imported,,2026-02-01,498943.36,income,Sales,Client project milestone payment,,,upi,REF2026465797,INV-2026-99244,109143.86,0.0,completed,
1936,imported,,2022-01-11,14380.74,expense,Rent,Software subscription renewal,,,bank_transfer,REF2022246728,INV-2022-97459,0.0,0.0,completed,
1937,imported,,2025-10-20,104877.03,salary,Salaries,Monthly salary payout,,,net_banking,REF2025602201,INV-2025-22883,0.0,0.0,completed,
1938,duplicate_flagged,Same invoice number as an existing transaction,2023-07-17,139040.17,expense,Professional Fees,Courier and freight charges,Reliable Electricals,,cheque,REF2023125768,INV-2023-21505,0.0,0.0,completed,
1939,imported,,2023-08-19,218966.42,income,Other Income,Client project milestone payment,,Corporate Client,cash,REF2023639726,INV-2023-77486,51958.13,0.0,completed,
1940,imported,,2026-04-01,35763.46,refund,Office Supplies,Vendor refund received,,,upi,REF2026586329,INV-2026-48198,0.0,0.0,completed,
1941,imported,,2023-11-09,23013.63,expense,Marketing,Repair and maintenance work,,,bank_transfer,REF2023976552,INV-2023-75012,0.0,0.0,completed,
1942,imported,,2021-05-31,185991.37,salary,Salaries,Staff salary - payroll run,,,upi,REF2021845099,INV-2021-48129,0.0,0.0,completed,
1943,imported,,2021-08-22,143018.93,expense,Utilities,Repair and maintenance work,Reliable Electricals,,credit_card,REF2021515741,INV-2021-55995,6060.12,0.0,completed,
1944,imported,,2025-08-02,26575.51,income,Service Revenue,Export order payment,,,cash,REF2025374611,INV-2025-45359,6306.05,0.0,completed,
1945,imported,,2025-08-03,21366.12,expense,Salaries,Raw material purchase,Metro Logistics,,bank_transfer,REF2025866599,INV-2025-29651,0.0,0.0,completed,
1946,imported,,2024-06-14,378346.48,income,Sales,Service contract payment,,,bank_transfer,REF2024521003,INV-2024-96712,35469.98,0.0,cancelled,
1947,duplicate_flagged,Same invoice number as an existing transaction,2023-05-28,88233.35,income,Sales,Export order payment,,,upi,REF2023114302,INV-2023-75336,8271.88,0.0,completed,
1948,imported,,2023-04-15,59255.33,salary,Salaries,Staff salary - payroll run,,,bank_transfer,REF2023931106,INV-2023-93238,0.0,0.0,completed,
1949,duplicate_flagged,Same invoice number as an existing transaction,2025-07-10,66261.55,salary,Salaries,Staff salary - payroll run,,,wallet,REF2025510022,INV-2025-96945,0.0,6626.16,completed,
1950,imported,,2025-09-02,31400.14,expense,Travel,Software subscription renewal,Reliable Electricals,,bank_transfer,REF2025329501,INV-2025-43342,6868.78,0.0,completed,
1951,imported,,2026-02-21,40296.66,expense,Salaries,Raw material purchase,,,cash,REF2026688842,INV-2026-39968,0.0,0.0,pending,
1952,imported,,2022-06-17,130535.89,tax,Other Expense,TDS remittance to government,,,upi,REF2022642727,INV-2022-51050,0.0,0.0,completed,
1953,imported,,2021-04-10,138661.89,expense,Travel,Business travel expense,Fusion IT Services,,net_banking,REF2021908927,INV-2021-89964,0.0,0.0,completed,
1954,imported,,2024-08-05,3455.64,adjustment,Other Expense,Rounding-off adjustment,,,upi,REF2024133212,INV-2024-56665,0.0,0.0,completed,
1955,imported,,2021-06-05,299960.95,income,Interest Income,Export order payment,,Walk-in Customer,upi,REF2021520366,INV-2021-70749,34281.25,0.0,completed,
